Month,Day,Title,Link,List,Year,Genres,Budget,Box office
10,1.0,Venom: Let There Be Carnage,/wiki/Venom:_Let_There_Be_Carnage,"[' superhero', '$110 million[2]', '$506.9 million[3][4]']",2021.0, superhero,$110 million[2],$506.9 million[3][4]
10,1.0,The Many Saints of Newark,/wiki/The_Many_Saints_of_Newark,"[' crime drama', '$50 million[2]', '$13.1 million[3]']",2021.0, crime drama,$50 million[2],$13.1 million[3]
10,1.0,The Addams Family 2,/wiki/The_Addams_Family_2,"['animated supernatural black comedy', '$23 million', '$120 million[2][3]']",2021.0,animated supernatural black comedy,$23 million,$120 million[2][3]
10,8.0,No Time to Die,/wiki/No_Time_to_Die,"['spy', '$250–301\xa0million', '$774.2\xa0million[2][3]']",2021.0,spy,$250–301 million,$774.2 million[2][3]
10,8.0,Mass,/wiki/Mass_(2021_film),"[' drama', '<$300,000[2]', '$250,513[3][4]']",2021.0, drama,"<$300,000[2]","$250,513[3][4]"
10,15.0,Halloween Kills,/wiki/Halloween_Kills,"[' slasher', '$20 million[2]', '$133.4 million[3][4]']",2021.0, slasher,$20 million[2],$133.4 million[3][4]
10,15.0,The Last Duel,/wiki/The_Last_Duel_(2021_film),"['epic\nhistorical action drama', '$100\xa0million[3]', '$30.6\xa0million[4][5]']",2021.0,"epic
historical action drama",$100 million[3],$30.6 million[4][5]
10,22.0,Dune,/wiki/Dune_(2021_film),"[' epic science fiction', '$165 million[2]', '$402 million[3]']",2021.0, epic science fiction,$165 million[2],$402 million[3]
10,22.0,The French Dispatch,/wiki/The_French_Dispatch,"[' anthology comedy drama', '$25 million[4]', '$46.3 million[5][6]']",2021.0, anthology comedy drama,$25 million[4],$46.3 million[5][6]
10,22.0,The Harder They Fall,/wiki/The_Harder_They_Fall_(2021_film),"[' Western', '$90 million', '$8,292[1]']",2021.0, Western,$90 million,"$8,292[1]"
10,29.0,A Mouthful of Air,/wiki/A_Mouthful_of_Air_(film),"[' psychological drama', '$2.3 million', '$269,435[1]']",2021.0, psychological drama,$2.3 million,"$269,435[1]"
10,29.0,Heart of Champions,/wiki/Heart_of_Champions,"[' drama', '$6.4 million[1]', '$37,000[2]']",2021.0, drama,$6.4 million[1],"$37,000[2]"
11,5.0,Eternals,/wiki/Eternals_(film),"[' superhero', '$236.2 million[4]', '$402.1 million[5][6]']",2021.0, superhero,$236.2 million[4],$402.1 million[5][6]
11,5.0,The Beta Test,/wiki/The_Beta_Test,"['dark comedy thriller', '$250,000[1]', '$37,539[2][3]']",2021.0,dark comedy thriller,"$250,000[1]","$37,539[2][3]"
11,10.0,Clifford the Big Red Dog,/wiki/Clifford_the_Big_Red_Dog_(film),"['live-action animated fantasy comedy', '$64 million[5]', '$107.4 million[6][7]']",2021.0,live-action animated fantasy comedy,$64 million[5],$107.4 million[6][7]
11,12.0,"Tick, Tick... Boom!","/wiki/Tick,_Tick..._Boom!_(film)","[' biographical comedy musical', '$55 million', '$115,585[2]']",2021.0, biographical comedy musical,$55 million,"$115,585[2]"
11,17.0,The Power of the Dog,/wiki/The_Power_of_the_Dog_(film),"['western psychological drama', '$35–39 million[3]', '$417,022[4][5]']",2021.0,western psychological drama,$35–39 million[3],"$417,022[4][5]"
11,19.0,Ghostbusters: Afterlife,/wiki/Ghostbusters:_Afterlife,"[' supernatural comedy', '$75 million[2]', '$204.4 million[3][4]']",2021.0, supernatural comedy,$75 million[2],$204.4 million[3][4]
11,19.0,King Richard,/wiki/King_Richard_(film),"[' biographical sports drama', '$50 million[1]', '$39.4 million[2][3]']",2021.0, biographical sports drama,$50 million[1],$39.4 million[2][3]
11,19.0,C'mon C'mon,/wiki/C%27mon_C%27mon_(film),"[' black-and-white drama', '$8.3 million[3]', '$4.5 million[4][5]']",2021.0, black-and-white drama,$8.3 million[3],$4.5 million[4][5]
11,24.0,Encanto,/wiki/Encanto,"[' animated musical fantasy', '$120–150\xa0million[2][3]', '$256.8\xa0million[4][5]']",2021.0, animated musical fantasy,$120–150 million[2][3],$256.8 million[4][5]
11,24.0,House of Gucci,/wiki/House_of_Gucci,"[' biographical crime drama', '$75 million[2]', '$153.3 million[3][4]']",2021.0, biographical crime drama,$75 million[2],$153.3 million[3][4]
11,24.0,Resident Evil: Welcome to Raccoon City,/wiki/Resident_Evil:_Welcome_to_Raccoon_City,"['action horror', '$25 million[4]', '$42 million[5][6]']",2021.0,action horror,$25 million[4],$42 million[5][6]
11,26.0,Licorice Pizza,/wiki/Licorice_Pizza,"[' comedy-drama', '$40\xa0million[3]', '$33.3 million[4][5]']",2021.0, comedy-drama,$40 million[3],$33.3 million[4][5]
12,10.0,West Side Story,/wiki/West_Side_Story_(2021_film),"[' musical romantic drama', '$100million[6]', '$76million[7][8]']",2021.0, musical romantic drama,$100million[6],$76million[7][8]
12,10.0,Don't Look Up,/wiki/Don%27t_Look_Up,"[' apocalyptic political satire black comedy', '$75 million[3]', '$791,863[4][5]']",2021.0, apocalyptic political satire black comedy,$75 million[3],"$791,863[4][5]"
12,10.0,National Champions,/wiki/National_Champions_(film),"[' sports drama', '$8 million', '$475,488[1]']",2021.0, sports drama,$8 million,"$475,488[1]"
12,10.0,Red Rocket,/wiki/Red_Rocket_(film),"[' black comedy drama', '$1.1 million[2][3]', '$2.3 million[4][5]']",2021.0, black comedy drama,$1.1 million[2][3],$2.3 million[4][5]
12,17.0,Spider-Man: No Way Home,/wiki/Spider-Man:_No_Way_Home,"[' superhero', '$200million[2]', '$1.922billion[3][4]']",2021.0, superhero,$200million[2],$1.922billion[3][4]
12,17.0,Nightmare Alley,/wiki/Nightmare_Alley_(2021_film),"['neo-noir psychological thriller', '$60 million[3]', '$39.6 million[4][5]']",2021.0,neo-noir psychological thriller,$60 million[3],$39.6 million[4][5]
12,17.0,The Lost Daughter,/wiki/The_Lost_Daughter_(film),"['psychological drama', '$5 million[5]', '$622,635[6]']",2021.0,psychological drama,$5 million[5],"$622,635[6]"
12,22.0,Sing 2,/wiki/Sing_2,"[' animated jukebox musical comedy', '$85\xa0million[5]', '$408\xa0million[6][7]']",2021.0, animated jukebox musical comedy,$85 million[5],$408 million[6][7]
12,22.0,The Matrix Resurrections,/wiki/The_Matrix_Resurrections,"[' science fiction action', '$190 million[2]', '$159.2 million[3][4]']",2021.0, science fiction action,$190 million[2],$159.2 million[3][4]
12,22.0,The King's Man,/wiki/The_King%27s_Man,"['-American spy action', '$95–$100 million[4][5]', '$126 million[6][7]']",2021.0,-American spy action,$95–$100 million[4][5],$126 million[6][7]
12,25.0,A Journal for Jordan,/wiki/A_Journal_for_Jordan,"[' romantic drama', '$25 million[2]', '$6.7 million[3]']",2021.0, romantic drama,$25 million[2],$6.7 million[3]
12,25.0,American Underdog,/wiki/American_Underdog_(film),"[' biographical sports', '$25 million', '$26.5 million']",2021.0, biographical sports,$25 million,$26.5 million
1,6.0,Underworld: Blood Wars,/wiki/Underworld:_Blood_Wars,"['action horror', '$35 million[1]', '$81.1 million[1]']",2017.0,action horror,$35 million[1],$81.1 million[1]
1,13.0,Monster Trucks,/wiki/Monster_Trucks_(film),"[' monster comedy', '$125 million[2]', '$64.5 million[3]']",2017.0, monster comedy,$125 million[2],$64.5 million[3]
1,13.0,The Bye Bye Man,/wiki/The_Bye_Bye_Man,"[' supernatural horror film directed by Stacy Title (in her final directed', '$6.2–7.4 million[2][3]', '$29.9 million[2]']",2017.0, supernatural horror film directed by Stacy Title (in her final directed,$6.2–7.4 million[2][3],$29.9 million[2]
1,13.0,Sleepless,/wiki/Sleepless_(2017_film),"[' action thriller', '$30 million[2]', '$32.9 million[1]']",2017.0, action thriller,$30 million[2],$32.9 million[1]
1,20.0,Split,/wiki/Split_(2016_American_film),"[' psychological thriller', '$9\xa0million[2][3]', '$278.5\xa0million[3]']",2017.0, psychological thriller,$9 million[2][3],$278.5 million[3]
1,20.0,XXX: Return of Xander Cage,/wiki/XXX:_Return_of_Xander_Cage,"[' action thriller', '$85 million[5]', '$346.1 million[5]']",2017.0, action thriller,$85 million[5],$346.1 million[5]
1,20.0,The Resurrection of Gavin Stone,/wiki/The_Resurrection_of_Gavin_Stone,"[' Christian comedy drama', '$2 million[1]', '$2.3 million[2]']",2017.0, Christian comedy drama,$2 million[1],$2.3 million[2]
1,27.0,A Dog's Purpose,/wiki/A_Dog%27s_Purpose_(film),"[' family comedy-drama adventure', '$22 million[4]', '$205 million[4]']",2017.0, family comedy-drama adventure,$22 million[4],$205 million[4]
1,27.0,Resident Evil: The Final Chapter,/wiki/Resident_Evil:_The_Final_Chapter,"['action horror', '$40 million[5][1]', '$312.2 million[1]']",2017.0,action horror,$40 million[5][1],$312.2 million[1]
2,3.0,Rings,/wiki/Rings_(2017_film),"[' supernatural horror', '$25 million[2]', '$83.1 million[2]']",2017.0, supernatural horror,$25 million[2],$83.1 million[2]
2,3.0,The Space Between Us,/wiki/The_Space_Between_Us_(film),"[' romantic science fiction', '$30 million[1]', '$16.08 million[1]']",2017.0, romantic science fiction,$30 million[1],$16.08 million[1]
2,3.0,I Am Not Your Negro,/wiki/I_Am_Not_Your_Negro,"['-American documentary film and social critique', '$1 million[2]', '$9.6 million[1]']",2017.0,-American documentary film and social critique,$1 million[2],$9.6 million[1]
2,3.0,Growing Up Smith,/wiki/Growing_Up_Smith,"['comedy-drama', '$2 million', '$35,300[1]']",2017.0,comedy-drama,$2 million,"$35,300[1]"
2,10.0,The Lego Batman Movie,/wiki/The_Lego_Batman_Movie,"['animated superhero comedy', '$80 million[5]', '$312 million[6]']",2017.0,animated superhero comedy,$80 million[5],$312 million[6]
2,10.0,Fifty Shades Darker,/wiki/Fifty_Shades_Darker_(film),"[' erotic romantic drama', '$55 million[2]', '$381 million[3]']",2017.0, erotic romantic drama,$55 million[2],$381 million[3]
2,10.0,John Wick: Chapter 2,/wiki/John_Wick:_Chapter_2,"[' neo-noir action thriller', '$40+ million[2]', '$174.3 million[3]']",2017.0, neo-noir action thriller,$40+ million[2],$174.3 million[3]
2,17.0,The Great Wall,/wiki/The_Great_Wall_(film),"['monster', '$150 million[4]', '$334.9 million[3]']",2017.0,monster,$150 million[4],$334.9 million[3]
2,17.0,A Cure for Wellness,/wiki/A_Cure_for_Wellness,"['science fiction psychological horror', '$40 million[2]', '$26.6 million[2]']",2017.0,science fiction psychological horror,$40 million[2],$26.6 million[2]
2,17.0,Fist Fight,/wiki/Fist_Fight,"[' comedy', '$22–25\xa0million[3][4]', '$41.1\xa0million[5]']",2017.0, comedy,$22–25 million[3][4],$41.1 million[5]
2,17.0,XX,/wiki/XX_(film),"[' horror anthology', '$2 million[1]', '$55,486[2]']",2017.0, horror anthology,$2 million[1],"$55,486[2]"
2,24.0,Get Out,/wiki/Get_Out,"[' psychological horror', '$4.5 million[1]', '$255.4 million[1]']",2017.0, psychological horror,$4.5 million[1],$255.4 million[1]
2,24.0,Rock Dog,/wiki/Rock_Dog,"['animated comedy', '$60 million[7][8]', '$24.1 million[9]']",2017.0,animated comedy,$60 million[7][8],$24.1 million[9]
2,24.0,Collide,/wiki/Collide_(2016_film),"['action thriller', '$21.5–29.2 million[2][3]', '$6.8 million[1]']",2017.0,action thriller,$21.5–29.2 million[2][3],$6.8 million[1]
3,3.0,Logan,/wiki/Logan_(film),"[' superhero', '$97–127 million[2][3]', '$619.2 million[2]']",2017.0, superhero,$97–127 million[2][3],$619.2 million[2]
3,3.0,The Shack,/wiki/The_Shack_(2017_film),"[' Christian drama', '$20 million[3]', '$96.9 million[1]']",2017.0, Christian drama,$20 million[3],$96.9 million[1]
3,3.0,Before I Fall,/wiki/Before_I_Fall_(film),"[' science fiction teen drama', '$5million[2]', '$18.9million[3]']",2017.0, science fiction teen drama,$5million[2],$18.9million[3]
3,3.0,Table 19,/wiki/Table_19,"[' comedy', '$5 million[3][4]', '$5 million[5]']",2017.0, comedy,$5 million[3][4],$5 million[5]
3,10.0,Kong: Skull Island,/wiki/Kong:_Skull_Island,"[' monster', '$185\xa0million[3]', '$568.6\xa0million[4]']",2017.0, monster,$185 million[3],$568.6 million[4]
3,17.0,Beauty and the Beast,/wiki/Beauty_and_the_Beast_(2017_film),"[' musical romantic fantasy', '$160–255million[4][5][6]', '$1.266billion[4]']",2017.0, musical romantic fantasy,$160–255million[4][5][6],$1.266billion[4]
3,17.0,The Belko Experiment,/wiki/The_Belko_Experiment,"[' horror film directed by Greg McLean and written by James Gunn, who also produced the', '$5 million[4]', '$11.1 million[4]']",2017.0," horror film directed by Greg McLean and written by James Gunn, who also produced the",$5 million[4],$11.1 million[4]
3,24.0,Power Rangers,/wiki/Power_Rangers_(film),"[' superhero', '$100‒105 million[5][6]', '$142.5 million']",2017.0, superhero,$100‒105 million[5][6],$142.5 million
3,24.0,Life,/wiki/Life_(2017_film),"[' science fiction horror', '$58 million[4]', '$100.5 million[4]']",2017.0, science fiction horror,$58 million[4],$100.5 million[4]
3,24.0,CHiPs,/wiki/CHiPs_(film),"[' buddy cop action comedy', '$25 million[3]', '$26.8 million[4]']",2017.0, buddy cop action comedy,$25 million[3],$26.8 million[4]
3,24.0,Wilson,/wiki/Wilson_(2017_film),"[' comedy-drama', '$5 million[2]', '$653,951[3]']",2017.0, comedy-drama,$5 million[2],"$653,951[3]"
3,31.0,Ghost in the Shell,/wiki/Ghost_in_the_Shell_(2017_film),"['science fiction action', '$110 million[7]', '$169.8 million[8]']",2017.0,science fiction action,$110 million[7],$169.8 million[8]
3,31.0,The Boss Baby,/wiki/The_Boss_Baby,"[' animated comedy', '$125 million[2]', '$528 million[3]']",2017.0, animated comedy,$125 million[2],$528 million[3]
3,31.0,The Zookeeper's Wife,/wiki/The_Zookeeper%27s_Wife_(film),"[' war drama', '$20 million[4][5]', '$26.2 million[2]']",2017.0, war drama,$20 million[4][5],$26.2 million[2]
4,7.0,The Case for Christ,/wiki/The_Case_for_Christ,"[' Christian drama', '$3\xa0million[2]', '$17.6\xa0million[3]']",2017.0, Christian drama,$3 million[2],$17.6 million[3]
4,7.0,Smurfs: The Lost Village,/wiki/Smurfs:_The_Lost_Village,"[' animated fantasy adventure comedy', '$60 million[5][6]', '$197.2 million[6]']",2017.0, animated fantasy adventure comedy,$60 million[5][6],$197.2 million[6]
4,7.0,Going in Style,/wiki/Going_in_Style_(2017_film),"['comedy', '$25 million[4]', '$84.9 million[4]']",2017.0,comedy,$25 million[4],$84.9 million[4]
4,7.0,Colossal,/wiki/Colossal_(film),"['science fiction black comedy', '$15 million[3]', '$4.5 million[4]']",2017.0,science fiction black comedy,$15 million[3],$4.5 million[4]
4,7.0,Gifted,/wiki/Gifted_(2017_film),"[' drama', '$7 million[2]', '$43 million[2]']",2017.0, drama,$7 million[2],$43 million[2]
4,7.0,Aftermath,/wiki/Aftermath_(2017_film),"[' thriller', '$10.5 million[1]', '$674,238[2]']",2017.0, thriller,$10.5 million[1],"$674,238[2]"
4,14.0,The Fate of the Furious,/wiki/The_Fate_of_the_Furious,"['action', '$250–270 million[2][3]', '$1.236 billion[4]']",2017.0,action,$250–270 million[2][3],$1.236 billion[4]
4,14.0,Spark,/wiki/Spark_(2016_film),"['animated science fiction adventure comedy', '$40 million[4]', '$1.04 million[5]']",2017.0,animated science fiction adventure comedy,$40 million[4],$1.04 million[5]
4,14.0,The Lost City of Z,/wiki/The_Lost_City_of_Z_(film),"[' biographical adventure drama', '$30\xa0million[2]', '$19.3\xa0million[3]']",2017.0, biographical adventure drama,$30 million[2],$19.3 million[3]
4,21.0,Born in China,/wiki/Born_in_China,"['nature documentary', '$5–10 million[3]', '$25.1 million[4]']",2017.0,nature documentary,$5–10 million[3],$25.1 million[4]
4,21.0,Unforgettable,/wiki/Unforgettable_(2017_film),"[' drama thriller', '$12–21.5 million[1][2]', '$17.8 million[1]']",2017.0, drama thriller,$12–21.5 million[1][2],$17.8 million[1]
4,21.0,The Promise,/wiki/The_Promise_(2016_film),"[' epic historical war drama', '$90 million[2]', '$12.4 million[1]']",2017.0, epic historical war drama,$90 million[2],$12.4 million[1]
4,28.0,The Circle,/wiki/The_Circle_(2017_film),"[' techno-thriller', '$18 million[1]', '$40.7 million[1]']",2017.0, techno-thriller,$18 million[1],$40.7 million[1]
4,28.0,How to Be a Latin Lover,/wiki/How_to_Be_a_Latin_Lover,"[' comedy', '$10-13 million[2][3]', '$62.6 million[2]']",2017.0, comedy,$10-13 million[2][3],$62.6 million[2]
4,28.0,Sleight,/wiki/Sleight,"[' superhero drama', '$250,000[2]', '$4 million[2]']",2017.0, superhero drama,"$250,000[2]",$4 million[2]
5,5.0,Guardians of the Galaxy Vol. 2,/wiki/Guardians_of_the_Galaxy_Vol._2,"[' superhero', '$200\xa0million[2]', '$869.8\xa0million[2][3]']",2017.0, superhero,$200 million[2],$869.8 million[2][3]
5,12.0,King Arthur: Legend of the Sword,/wiki/King_Arthur:_Legend_of_the_Sword,"['epic fantasy action-adventure film directed by Guy Ritchie who co-wrote the', '$175 million[6]', '$148.7 million[3]']",2017.0,epic fantasy action-adventure film directed by Guy Ritchie who co-wrote the,$175 million[6],$148.7 million[3]
5,12.0,Snatched,/wiki/Snatched_(2017_film),"[' comedy', '$42 million[2]', '$60.8 million[2]']",2017.0, comedy,$42 million[2],$60.8 million[2]
5,12.0,Lowriders,/wiki/Lowriders_(film),"[' drama', '$5 million[2][3]', '$6.3 million[1]']",2017.0, drama,$5 million[2][3],$6.3 million[1]
5,12.0,The Wall,/wiki/The_Wall_(2017_film),"[' war thriller', '$3 million[2]', '$4.5 million[1]']",2017.0, war thriller,$3 million[2],$4.5 million[1]
5,12.0,Paris Can Wait,/wiki/Paris_Can_Wait,"['comedy', '$5 million[2]', '$13.2 million[3]']",2017.0,comedy,$5 million[2],$13.2 million[3]
5,19.0,Alien: Covenant,/wiki/Alien:_Covenant,"[' science fiction horror', '$97–111 million[4][5]', '$240.9 million[4]']",2017.0, science fiction horror,$97–111 million[4][5],$240.9 million[4]
5,19.0,Diary of a Wimpy Kid: The Long Haul,/wiki/Diary_of_a_Wimpy_Kid:_The_Long_Haul_(film),"[' road comedy', '$22 million[4]', '$40.1 million[3]']",2017.0, road comedy,$22 million[4],$40.1 million[3]
5,19.0,"Everything, Everything","/wiki/Everything,_Everything_(film)","[' romantic drama', '$10 million[3]', '$61.6 million[4]']",2017.0, romantic drama,$10 million[3],$61.6 million[4]
5,25.0,Baywatch,/wiki/Baywatch_(film),"[' action comedy', '$65–69 million[3][2]', '$177.9 million[2]']",2017.0, action comedy,$65–69 million[3][2],$177.9 million[2]
5,26.0,Pirates of the Caribbean: Dead Men Tell No Tales,/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales,"[' swashbuckler fantasy', '$230–320 million[3][4]', '$795.9 million[5]']",2017.0, swashbuckler fantasy,$230–320 million[3][4],$795.9 million[5]
6,2.0,Wonder Woman,/wiki/Wonder_Woman_(2017_film),"['superhero', '$149\xa0million[4][5]', '$823.97million[6]']",2017.0,superhero,$149 million[4][5],$823.97million[6]
6,2.0,Captain Underpants: The First Epic Movie,/wiki/Captain_Underpants:_The_First_Epic_Movie,"[' animated superhero comedy', '$38 million[4]', '$125.4 million[5]']",2017.0, animated superhero comedy,$38 million[4],$125.4 million[5]
6,2.0,Dean,/wiki/Dean_(film),"[' comedy-drama', '$950,000[4]', '$254,536[3]']",2017.0, comedy-drama,"$950,000[4]","$254,536[3]"
6,9.0,The Mummy,/wiki/The_Mummy_(2017_film),"[' fantasy action-adventure', '$125–195 million[2][3]', '$410 million[4]']",2017.0, fantasy action-adventure,$125–195 million[2][3],$410 million[4]
6,9.0,It Comes at Night,/wiki/It_Comes_at_Night,"[' psychological horror', '$5 million[3][4]', '$20 million[5]']",2017.0, psychological horror,$5 million[3][4],$20 million[5]
6,16.0,Cars 3,/wiki/Cars_3,"[' animated sports comedy-adventure', '$175 million[3]', '$383.9 million[4]']",2017.0, animated sports comedy-adventure,$175 million[3],$383.9 million[4]
6,16.0,Rough Night,/wiki/Rough_Night,"[' black comedy', '$20–26 million[2][3]', '$47.3 million[2]']",2017.0, black comedy,$20–26 million[2][3],$47.3 million[2]
6,16.0,All Eyez on Me,/wiki/All_Eyez_on_Me_(film),"[' biographical drama', '$40–45 million[3][1]', '$55.7 million[1]']",2017.0, biographical drama,$40–45 million[3][1],$55.7 million[1]
6,16.0,47 Meters Down,/wiki/47_Meters_Down,"['survival horror', '$5.3\xa0million[2]', '$62.6\xa0million[3]']",2017.0,survival horror,$5.3 million[2],$62.6 million[3]
6,16.0,The Book of Henry,/wiki/The_Book_of_Henry,"[' drama thriller', '$10 million[2]', '$4.6 million[3]']",2017.0, drama thriller,$10 million[2],$4.6 million[3]
6,21.0,Transformers: The Last Knight,/wiki/Transformers:_The_Last_Knight,"['science fiction action', '$217–260 million[5][6]', '$605.4 million[6]']",2017.0,science fiction action,$217–260 million[5][6],$605.4 million[6]
6,23.0,The Beguiled,/wiki/The_Beguiled_(2017_film),"[' Southern Gothic psychological thriller', '$10 million[2]', '$27.4 million[3]']",2017.0, Southern Gothic psychological thriller,$10 million[2],$27.4 million[3]
6,23.0,The Big Sick,/wiki/The_Big_Sick,"[' romantic comedy', '$5 million[2]', '$56.4 million[3]']",2017.0, romantic comedy,$5 million[2],$56.4 million[3]
6,23.0,The Bad Batch,/wiki/The_Bad_Batch_(film),"[' dystopian thriller', '$6\xa0million', '$201,890']",2017.0, dystopian thriller,$6 million,"$201,890"
6,28.0,Baby Driver,/wiki/Baby_Driver,"['action', '$34 million[3]', '$226.9 million[4]']",2017.0,action,$34 million[3],$226.9 million[4]
6,28.0,Okja,/wiki/Okja,"['science-fantasy action-adventure', '$50 million[2]', '$2 million[3]']",2017.0,science-fantasy action-adventure,$50 million[2],$2 million[3]
6,30.0,Despicable Me 3,/wiki/Despicable_Me_3,"[' animated comedy', '$80 million[3]', '$1.035 billion[4]']",2017.0, animated comedy,$80 million[3],$1.035 billion[4]
6,30.0,The House,/wiki/The_House_(2017_film),"[' comedy', '$40 million[3]', '$34.2 million[4]']",2017.0, comedy,$40 million[3],$34.2 million[4]
6,30.0,Inconceivable,/wiki/Inconceivable_(2017_film),"[' thriller', '$12.8 million[2]', '$259,635[3]']",2017.0, thriller,$12.8 million[2],"$259,635[3]"
7,7.0,A Ghost Story,/wiki/A_Ghost_Story,"[' supernatural drama', '$100,000[2]', '$2 million[3]']",2017.0, supernatural drama,"$100,000[2]",$2 million[3]
7,7.0,Spider-Man: Homecoming,/wiki/Spider-Man:_Homecoming,"[' superhero', '$175million[3]', '$880.2million[3]']",2017.0, superhero,$175million[3],$880.2million[3]
7,14.0,War for the Planet of the Apes,/wiki/War_for_the_Planet_of_the_Apes,"[' science fiction action', '$150–152 million[3][4]', '$490.7 million[3]']",2017.0, science fiction action,$150–152 million[3][4],$490.7 million[3]
7,21.0,Dunkirk,/wiki/Dunkirk_(2017_film),"['historical war thriller', '$82.5–150 million[nb 1]', '$527 million[12]']",2017.0,historical war thriller,$82.5–150 million[nb 1],$527 million[12]
7,21.0,Girls Trip,/wiki/Girls_Trip,"[' comedy', '$19 million[2][3]', '$140.9 million[3]']",2017.0, comedy,$19 million[2][3],$140.9 million[3]
7,21.0,First Kill,/wiki/First_Kill_(2017_film),"[' action thriller', '$10 million[1]', '$347,295[2]']",2017.0, action thriller,$10 million[1],"$347,295[2]"
7,28.0,Atomic Blonde,/wiki/Atomic_Blonde,"[' action thriller', '$30 million[2]', '$100 million[2]']",2017.0, action thriller,$30 million[2],$100 million[2]
7,28.0,The Emoji Movie,/wiki/The_Emoji_Movie,"[' animated science fiction comedy', '$50 million[2]', '$217.8 million[3]']",2017.0, animated science fiction comedy,$50 million[2],$217.8 million[3]
7,28.0,Detroit,/wiki/Detroit_(film),"[' period crime drama', '$34 million[3]', '$24.1 million[4]']",2017.0, period crime drama,$34 million[3],$24.1 million[4]
8,4.0,The Dark Tower,/wiki/The_Dark_Tower_(2017_film),"[' science fantasy Western action', '$66 million[2]', '$113.2 million[3]']",2017.0, science fantasy Western action,$66 million[2],$113.2 million[3]
8,4.0,Kidnap,/wiki/Kidnap_(2017_film),"[' action-thriller', '$21 million', '$34.8 million']",2017.0, action-thriller,$21 million,$34.8 million
8,4.0,Wind River,/wiki/Wind_River_(film),"['neo-Western crime', '$11 million[5]', '$45 million[2]']",2017.0,neo-Western crime,$11 million[5],$45 million[2]
8,11.0,Annabelle: Creation,/wiki/Annabelle:_Creation,"[' supernatural horror', '$15million[2]', '$306.5million[2]']",2017.0, supernatural horror,$15million[2],$306.5million[2]
8,11.0,The Nut Job 2: Nutty by Nature,/wiki/The_Nut_Job_2:_Nutty_by_Nature,"['animated comedy', '$40 million[2]', '$68.7 million[7]']",2017.0,animated comedy,$40 million[2],$68.7 million[7]
8,11.0,Good Time,/wiki/Good_Time_(film),"[' crime-thriller', '$2 million[2]', '$4.1 million[3]']",2017.0, crime-thriller,$2 million[2],$4.1 million[3]
8,18.0,The Hitman's Bodyguard,/wiki/The_Hitman%27s_Bodyguard,"['action comedy', '$30-69 million[5][6]', '$183.4 million[2]']",2017.0,action comedy,$30-69 million[5][6],$183.4 million[2]
8,18.0,Logan Lucky,/wiki/Logan_Lucky,"[' heist comedy', '$29 million[3]', '$48.5 million[3]']",2017.0, heist comedy,$29 million[3],$48.5 million[3]
8,18.0,Patti Cake$,/wiki/Patti_Cake$,"[' drama', '$1.4 million[2]', '$1.5 million[1]']",2017.0, drama,$1.4 million[2],$1.5 million[1]
8,25.0,All Saints,/wiki/All_Saints_(film),"[' Christian drama', '$2 million[2]', '$5.9 million[2]']",2017.0, Christian drama,$2 million[2],$5.9 million[2]
9,1.0,Film Stars Don't Die in Liverpool,/wiki/Film_Stars_Don%27t_Die_in_Liverpool,"['biographical romantic drama', '$10 million[3]', '$4 million[1]']",2017.0,biographical romantic drama,$10 million[3],$4 million[1]
9,1.0,Tulip Fever,/wiki/Tulip_Fever,"['historical romantic drama', '$25 million[3]', '$9.2 million[2]']",2017.0,historical romantic drama,$25 million[3],$9.2 million[2]
9,8.0,It,/wiki/It_(2017_film),"[' supernatural horror', '$35–40 million[2]', '$701.8 million[3]']",2017.0, supernatural horror,$35–40 million[2],$701.8 million[3]
9,8.0,Home Again,/wiki/Home_Again_(2017_film),"[' romantic comedy', '$15 million[2]', '$37.3 million[3]']",2017.0, romantic comedy,$15 million[2],$37.3 million[3]
9,8.0,Fallen,/wiki/Fallen_(2016_film),"[' romantic fantasy drama', '$40\xa0million[3]', '$41.2\xa0million']",2017.0, romantic fantasy drama,$40 million[3],$41.2 million
9,15.0,American Assassin,/wiki/American_Assassin,"[' action thriller', '$33 million[3][4]', '$67.2 million[3]']",2017.0, action thriller,$33 million[3][4],$67.2 million[3]
9,15.0,Mother!,/wiki/Mother!,"[' psychological horror', '$30\xa0million[2]', '$44.5\xa0million[2]']",2017.0, psychological horror,$30 million[2],$44.5 million[2]
9,22.0,Kingsman: The Golden Circle,/wiki/Kingsman:_The_Golden_Circle,"['spy action comedy', '$104 million[3]', '$410.9 million[4]']",2017.0,spy action comedy,$104 million[3],$410.9 million[4]
9,22.0,The Lego Ninjago Movie,/wiki/The_Lego_Ninjago_Movie,"['animated martial arts comedy', '$70 million[8]', '$123.1 million[9]']",2017.0,animated martial arts comedy,$70 million[8],$123.1 million[9]
9,22.0,Stronger,/wiki/Stronger_(film),"[' biographical drama', '$30 million[2]', '$8.5 million[3]']",2017.0, biographical drama,$30 million[2],$8.5 million[3]
9,22.0,Battle of the Sexes,/wiki/Battle_of_the_Sexes_(2017_film),"['sports', '$25 million[3]', '$18.6 million[4][5]']",2017.0,sports,$25 million[3],$18.6 million[4][5]
9,22.0,Woodshock,/wiki/Woodshock,"[' psychological thriller drama', '$5 million[1]', '$43,682[2]']",2017.0, psychological thriller drama,$5 million[1],"$43,682[2]"
